sentence_id,text,label,split,source_dataset,source_config,locale,partition,scenario
massive-train-2426,make five coffee tell the coffee machine,56,train,massive,en-US,en-US,train,8
massive-train-2427,please turn off the lights in bedroom,40,train,massive,en-US,en-US,train,8
massive-train-2428,please turn off all the lights in my house,40,train,massive,en-US,en-US,train,8
massive-train-2429,hi google this song is too noisy,7,train,massive,en-US,en-US,train,15
massive-train-2430,this song is too length,7,train,massive,en-US,en-US,train,15
massive-train-2431,this song is too good,43,train,massive,en-US,en-US,train,15
massive-train-2432,i would like to know the latest from n. b. c. news,22,train,massive,en-US,en-US,train,4
massive-train-2433,mute for twenty minutes,46,train,massive,en-US,en-US,train,10
massive-train-2434,go silent until three p. m.,46,train,massive,en-US,en-US,train,10
massive-train-2435,turn on silent mode until my alarm goes off,46,train,massive,en-US,en-US,train,10
massive-train-2436,set volume to zero,46,train,massive,en-US,en-US,train,10
massive-train-2437,what are the next three alarms set to go off,23,train,massive,en-US,en-US,train,16
massive-train-2438,what is the weather in london,13,train,massive,en-US,en-US,train,17
massive-train-2439,what is the weather in this week,13,train,massive,en-US,en-US,train,17
massive-train-2440,olly speak loudly,14,train,massive,en-US,en-US,train,10
massive-train-2441,loudly,14,train,massive,en-US,en-US,train,10
massive-train-2442,turn the light off,40,train,massive,en-US,en-US,train,8
massive-train-2443,good night,40,train,massive,en-US,en-US,train,8
massive-train-2444,how is everything,5,train,massive,en-US,en-US,train,9
massive-train-2445,i want to sleep,40,train,massive,en-US,en-US,train,8
massive-train-2446,remind me at one p. m.,50,train,massive,en-US,en-US,train,2
massive-train-2447,what's the latest news from b. b. c.,22,train,massive,en-US,en-US,train,4
massive-train-2448,what is the time in la,0,train,massive,en-US,en-US,train,5
massive-train-2449,what is the time in la,0,train,massive,en-US,en-US,train,5
massive-train-2450,what is the status of my order,3,train,massive,en-US,en-US,train,14
massive-train-2451,it is not going to rain is it,13,train,massive,en-US,en-US,train,17
massive-train-2452,tomorrow is a sunny day right,13,train,massive,en-US,en-US,train,17
massive-train-2453,we don't expect rain tomorrow right,13,train,massive,en-US,en-US,train,17
massive-train-2454,are there any takeaways around here,3,train,massive,en-US,en-US,train,14
massive-train-2455,tell me all the takeaways nearby and i want to order food,3,train,massive,en-US,en-US,train,14
massive-train-2456,what's the weather like in sydney,13,train,massive,en-US,en-US,train,17
massive-train-2457,find me the top news of the day,22,train,massive,en-US,en-US,train,4
massive-train-2458,tell me the top stories on c. n. n.,22,train,massive,en-US,en-US,train,4
massive-train-2459,local news from bay news nine,22,train,massive,en-US,en-US,train,4
massive-train-2460,b. b. c. news world news,22,train,massive,en-US,en-US,train,4
massive-train-2461,olly make me a cup of coffee,56,train,massive,en-US,en-US,train,8
massive-train-2462,make me a cup of coffee,56,train,massive,en-US,en-US,train,8
massive-train-2463,olly i want some coffee now,56,train,massive,en-US,en-US,train,8
massive-train-2464,i want some coffee now,56,train,massive,en-US,en-US,train,8
massive-train-2465,google i wanted to hear my country music playlist,45,train,massive,en-US,en-US,train,3
massive-train-2466,play be warned by tech nine,45,train,massive,en-US,en-US,train,3
massive-train-2467,olly play be warned by tech nine,45,train,massive,en-US,en-US,train,3
massive-train-2468,i want you to put on be warned by tech nine,45,train,massive,en-US,en-US,train,3
massive-train-2469,put on be warned by tech nine,45,train,massive,en-US,en-US,train,3
massive-train-2470,get news from b. b. c.,22,train,massive,en-US,en-US,train,4
massive-train-2471,show me news from c. n. n.,22,train,massive,en-US,en-US,train,4
massive-train-2472,please turn on the lights in my house,41,train,massive,en-US,en-US,train,8
massive-train-2473,i can't hear you can you say it again louder,14,train,massive,en-US,en-US,train,10
massive-train-2474,google please be extra quiet the baby is sleeping,46,train,massive,en-US,en-US,train,10
massive-train-2475,i need you to say that last information again but much louder,14,train,massive,en-US,en-US,train,10
massive-train-2476,play music by that artist,45,train,massive,en-US,en-US,train,3
massive-train-2477,show me music by that artist,57,train,massive,en-US,en-US,train,15
massive-train-2478,take me to more music by that artist,45,train,massive,en-US,en-US,train,3
massive-train-2479,what's the weather like in toronto,13,train,massive,en-US,en-US,train,17
massive-train-2480,show me the weather for dallas,13,train,massive,en-US,en-US,train,17
massive-train-2481,tell me the time in london england,0,train,massive,en-US,en-US,train,5
massive-train-2482,can you tell me more about my most played music,57,train,massive,en-US,en-US,train,15
massive-train-2483,what music do i usually listen to,57,train,massive,en-US,en-US,train,15
massive-train-2484,what music do i prefer,57,train,massive,en-US,en-US,train,15
massive-train-2485,google i need the living room vacuumed can you turn on the vacuum cleaner,34,train,massive,en-US,en-US,train,8
massive-train-2486,company coming over turn on the vacuum cleaner right now,34,train,massive,en-US,en-US,train,8
massive-train-2487,set an alarm for seven am,48,train,massive,en-US,en-US,train,16
massive-train-2488,make an alarm for the morning,48,train,massive,en-US,en-US,train,16
massive-train-2489,create an alarm for five p. m.,48,train,massive,en-US,en-US,train,16
massive-train-2490,will it be warm on friday night,13,train,massive,en-US,en-US,train,17
massive-train-2491,can you tell me the temperature for saturday night,13,train,massive,en-US,en-US,train,17
massive-train-2492,cut off the bathroom lights,40,train,massive,en-US,en-US,train,8
massive-train-2493,does this restaurant have takeaway,3,train,massive,en-US,en-US,train,14
massive-train-2494,please dim the lights in the bedrooms,31,train,massive,en-US,en-US,train,8
massive-train-2495,please change the color of the light in the bathroom,1,train,massive,en-US,en-US,train,8
massive-train-2496,please play some lady gaga,45,train,massive,en-US,en-US,train,3
massive-train-2497,olly i'd like a coffee please,56,train,massive,en-US,en-US,train,8
massive-train-2498,i'd like a coffee please,56,train,massive,en-US,en-US,train,8
massive-train-2499,make a coffee for me,56,train,massive,en-US,en-US,train,8
massive-train-2500,who is the artist of this song,57,train,massive,en-US,en-US,train,15
massive-train-2501,what genre is this song currently playing,57,train,massive,en-US,en-US,train,15
massive-train-2502,who is the singer of this song,57,train,massive,en-US,en-US,train,15
massive-train-2503,google what songs have i listened to at least ten times,57,train,massive,en-US,en-US,train,15
massive-train-2504,please play me my latin music playlist,45,train,massive,en-US,en-US,train,3
massive-train-2505,i would like to listen to some rap music right now,45,train,massive,en-US,en-US,train,3
massive-train-2506,make this a bit louder,14,train,massive,en-US,en-US,train,10
massive-train-2507,turn up the speakers,14,train,massive,en-US,en-US,train,10
massive-train-2508,be silent for thirty minutes,46,train,massive,en-US,en-US,train,10
massive-train-2509,what is the current temperature in austin,13,train,massive,en-US,en-US,train,17
massive-train-2510,please repeat the last sentence from that book,20,train,massive,en-US,en-US,train,3
massive-train-2511,olly i need an alarm set for five hundred and thirty am tomorrow,48,train,massive,en-US,en-US,train,16
massive-train-2512,google set my alarm to go off in an hour,48,train,massive,en-US,en-US,train,16
massive-train-2513,turn on this socket,24,train,massive,en-US,en-US,train,8
massive-train-2514,kfi is my favorite rapper,43,train,massive,en-US,en-US,train,15
massive-train-2515,you have to check out kfi he's the best,43,train,massive,en-US,en-US,train,15
massive-train-2516,what alarms are set for this week,23,train,massive,en-US,en-US,train,16
massive-train-2517,is today's date the ninth,0,train,massive,en-US,en-US,train,5
massive-train-2518,what will the weather be like on date,13,train,massive,en-US,en-US,train,17
massive-train-2519,when was this song first recorded,57,train,massive,en-US,en-US,train,15
massive-train-2520,it's too quiet in here,45,train,massive,en-US,en-US,train,3
massive-train-2521,make some noise,45,train,massive,en-US,en-US,train,3
massive-train-2522,please save the remarks i have on this current song,43,train,massive,en-US,en-US,train,15
massive-train-2523,please keep everything i have on this song,43,train,massive,en-US,en-US,train,15
massive-train-2524,what time i sit in china right now,0,train,massive,en-US,en-US,train,5
massive-train-2525,what time is it in the eastern half of the us right now,0,train,massive,en-US,en-US,train,5
massive-train-2526,show me the date of today,0,train,massive,en-US,en-US,train,5
massive-train-2527,google find and play florida georgia line the one with nelly,45,train,massive,en-US,en-US,train,3
massive-train-2528,i want to hear i got you babe by sonny and cher can you play that,45,train,massive,en-US,en-US,train,3
massive-train-2529,please tell me the latest on the houston texans draft picks,22,train,massive,en-US,en-US,train,4
massive-train-2530,i need to know all new news on the houston texans draft,22,train,massive,en-US,en-US,train,4
massive-train-2531,send me all the info for the houston texans draft please,22,train,massive,en-US,en-US,train,4
massive-train-2532,olly make the lights blue please,1,train,massive,en-US,en-US,train,8
massive-train-2533,olly switch to red colored lights,1,train,massive,en-US,en-US,train,8
massive-train-2534,please lower the speaker volume,35,train,massive,en-US,en-US,train,10
massive-train-2535,lower the volume on the speakers,35,train,massive,en-US,en-US,train,10
massive-train-2536,please adjust the speakers to a lower more comfortable level,35,train,massive,en-US,en-US,train,10
massive-train-2537,show me the today's world news,22,train,massive,en-US,en-US,train,4
massive-train-2538,provide me the world latest news,22,train,massive,en-US,en-US,train,4
massive-train-2539,what is the name of this song and who sings it,57,train,massive,en-US,en-US,train,15
massive-train-2540,i need some coffee,56,train,massive,en-US,en-US,train,8
massive-train-2541,i want coffee,56,train,massive,en-US,en-US,train,8
massive-train-2542,google let me know when anything news about trump,22,train,massive,en-US,en-US,train,4
massive-train-2543,keep me updated on the latest storm news,22,train,massive,en-US,en-US,train,4
massive-train-2544,reddit popular,22,train,massive,en-US,en-US,train,4
massive-train-2545,latest news story,22,train,massive,en-US,en-US,train,4
massive-train-2546,power up the vacuum,34,train,massive,en-US,en-US,train,8
massive-train-2547,can i get a recap of what is going on with sprint right now,22,train,massive,en-US,en-US,train,4
massive-train-2548,play jingle bells next,45,train,massive,en-US,en-US,train,3
massive-train-2549,make happy birthday the next song,45,train,massive,en-US,en-US,train,3
massive-train-2550,wake me up at seven am,48,train,massive,en-US,en-US,train,16
massive-train-2551,i need a six am wake up call,48,train,massive,en-US,en-US,train,16
massive-train-2552,raise the lights alexa,18,train,massive,en-US,en-US,train,8
massive-train-2553,set alarm for nine am,48,train,massive,en-US,en-US,train,16
massive-train-2554,please set an alarm for me,48,train,massive,en-US,en-US,train,16
